Rule 1,Description 1,Rule 2,Description 2,Score (1-10),Reason
FRAUDDETECTOR_ENTITY_TYPE_TAGGED,"Checks if Amazon Fraud Detector entity types have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",FRAUDDETECTOR_OUTCOME_TAGGED,"Checks if Amazon Fraud Detector outcomes have tags. Optionally, you can specify tag keys for the rule.  The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (97%)
FRAUDDETECTOR_ENTITY_TYPE_TAGGED,"Checks if Amazon Fraud Detector entity types have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",FRAUDDETECTOR_LABEL_TAGGED,"Checks if Amazon Fraud Detector labels have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (97%)
FRAUDDETECTOR_VARIABLE_TAGGED,"Checks if Amazon Fraud Detector variables have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",FRAUDDETECTOR_OUTCOME_TAGGED,"Checks if Amazon Fraud Detector outcomes have tags. Optionally, you can specify tag keys for the rule.  The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (95%)
ROUTE53_RECOVERY_CONTROL_CLUSTER_TAGGED,"Checks if Amazon Route 53 Recovery Control clusters have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RECOVERY_READINESS_CELL_TAGGED,"Checks if Amazon Route 53 Recovery Readiness cells have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (94%)
ROUTE53_RECOVERY_CONTROL_CLUSTER_TAGGED,"Checks if Amazon Route 53 Recovery Control clusters have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_RULE_TAGGED,"Checks if Amazon Route 53 Resolver resolver rules have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (93%)
ROUTE53_RECOVERY_READINESS_CELL_TAGGED,"Checks if Amazon Route 53 Recovery Readiness cells have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RECOVERY_READINESS_READINESS_CHECK_TAGGED,Checks if Amazon Route 53 Recovery Readiness readiness checks have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.,6,Similar names (83%); Similar descriptions (88%)
ROUTE53_RECOVERY_READINESS_CELL_TAGGED,"Checks if Amazon Route 53 Recovery Readiness cells have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RECOVERY_READINESS_RECOVERY_GROUP_TAGGED,Checks if Amazon Route 53 Recovery Readiness recovery groups have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.,6,Similar names (84%); Similar descriptions (85%)
ROUTE53_RECOVERY_READINESS_CELL_TAGGED,"Checks if Amazon Route 53 Recovery Readiness cells have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_FIREWALL_DOMAIN_LIST_TAGGED,"Checks if Amazon Route 53 Resolver firewall domain lists have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (92%)
ROUTE53_RECOVERY_READINESS_CELL_TAGGED,"Checks if Amazon Route 53 Recovery Readiness cells have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_RULE_TAGGED,"Checks if Amazon Route 53 Resolver resolver rules have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (93%)
ROUTE53_RECOVERY_READINESS_READINESS_CHECK_TAGGED,Checks if Amazon Route 53 Recovery Readiness readiness checks have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.,ROUTE53_RECOVERY_READINESS_RECOVERY_GROUP_TAGGED,Checks if Amazon Route 53 Recovery Readiness recovery groups have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.,6,Similar descriptions (94%)
ROUTE53_RECOVERY_READINESS_READINESS_CHECK_TAGGED,Checks if Amazon Route 53 Recovery Readiness readiness checks have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.,ROUTE53_RECOVERY_READINESS_RESOURCE_SET_TAGGED,"Checks if Amazon Route 53 Recovery Readiness resource sets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar names (82%); Similar descriptions (87%)
ROUTE53_RECOVERY_READINESS_RECOVERY_GROUP_TAGGED,Checks if Amazon Route 53 Recovery Readiness recovery groups have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.,ROUTE53_RECOVERY_READINESS_RESOURCE_SET_TAGGED,"Checks if Amazon Route 53 Recovery Readiness resource sets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar names (81%); Similar descriptions (84%)
ROUTE53_RESOLVER_FIREWALL_DOMAIN_LIST_TAGGED,"Checks if Amazon Route 53 Resolver firewall domain lists have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_FIREWALL_RULE_GROUP_TAGGED,"Checks if Amazon Route 53 Resolver firewall rule groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (96%)
ROUTE53_RESOLVER_FIREWALL_DOMAIN_LIST_TAGGED,"Checks if Amazon Route 53 Resolver firewall domain lists have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_ENDPOINT_TAGGED,"Checks if Amazon Route 53 Resolver resolver endpoints have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (93%)
ROUTE53_RESOLVER_FIREWALL_RULE_GROUP_ASSOCIATION_TAGGED,Checks if Amazon Route 53 Resolver firewall rule group associations have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.,ROUTE53_RESOLVER_FIREWALL_RULE_GROUP_TAGGED,"Checks if Amazon Route 53 Resolver firewall rule groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar names (88%); Similar descriptions (90%)
ROUTE53_RESOLVER_FIREWALL_RULE_GROUP_TAGGED,"Checks if Amazon Route 53 Resolver firewall rule groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_ENDPOINT_TAGGED,"Checks if Amazon Route 53 Resolver resolver endpoints have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (93%)
ROUTE53_RESOLVER_FIREWALL_RULE_GROUP_TAGGED,"Checks if Amazon Route 53 Resolver firewall rule groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_RULE_TAGGED,"Checks if Amazon Route 53 Resolver resolver rules have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (94%)
EMR_SECURITY_CONFIGURATION_ENCRYPTION_TRANSIT,Checks if an Amazon EMR security configuration has encryption in transit enabled. The rule is NON_COMPLIANT if configuration.SecurityConfiguration.EncryptionConfiguration.EnableInTransitEncryption is false.,EMR_SECURITY_CONFIGURATION_ENCRYPTION_REST,Checks if an Amazon EMR security configuration has encryption at rest enabled. The rule is NON_COMPLIANT if configuration.SecurityConfiguration.EncryptionConfiguration.EnableAtRestEncryption is false.,6,Similar names (90%); Similar descriptions (83%)
IOTSITEWISE_ASSET_MODEL_TAGGED,"Checks if AWS IoT SiteWise asset models have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTSITEWISE_PORTAL_TAGGED,"Checks if AWS IoT SiteWise portals have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (97%)
IOTSITEWISE_ASSET_MODEL_TAGGED,"Checks if AWS IoT SiteWise asset models have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTSITEWISE_PROJECT_TAGGED,"Checks if AWS IoT SiteWise projects have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (96%)
IOTSITEWISE_ASSET_MODEL_TAGGED,"Checks if AWS IoT SiteWise asset models have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTSITEWISE_DASHBOARD_TAGGED,"Checks if AWS IoT SiteWise dashboards have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (96%)
IOTSITEWISE_ASSET_MODEL_TAGGED,"Checks if AWS IoT SiteWise asset models have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTSITEWISE_GATEWAY_TAGGED,"Checks if AWS IoT SiteWise gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (96%)
IOTSITEWISE_PORTAL_TAGGED,"Checks if AWS IoT SiteWise portals have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTSITEWISE_DASHBOARD_TAGGED,"Checks if AWS IoT SiteWise dashboards have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",6,Similar descriptions (97%)
